STM_MW00571	0.0	non-essential	0.17971790812190197	0.2222222222222222	9.0	3285.0
STM_MW00581	2.558622189	non-essential	0.17975038600681137	0.4936614466815809	1341.0	3444.0
STM_MW00591	1.414271386	non-essential	0.1800741435387699	0.539272030651341	1044.0	5029.0
STM_MW00601	1.337824284	non-essential	0.18029331819605163	0.5714285714285714	294.0	6102.0
STM_MW00611	1.273493989	non-essential	0.18035255458991156	0.5551724137931034	870.0	6392.0
STM_MW00621	1.180005573	non-essential	0.18053230640576234	0.5516107823800132	1521.0	7272.0
STM_MW00631	1.04962792	non-essential	0.1808427868149592	0.5597826086956522	552.0	8792.0
STM_MW00641	1.043620466	non-essential	0.18095084216789678	0.5467546754675467	909.0	9321.0
STM_MW00651	0.0	essential	0.18117308077658503	0.5656934306569343	822.0	10409.0
STM_MW00681	0.917719555	non-essential	0.18155382780470536	0.5543951261966927	1149.0	12273.0
STM_MW00691	0.964647535	non-essential	0.18179220322413478	0.5907682775712515	3228.0	13440.0
STM_MW00701	4.119421351	beneficial-loss	0.18250732948242304	0.46464646464646464	396.0	16941.0
STM_MW00711	1.058341171	non-essential	0.18260374182001574	0.559463986599665	597.0	17413.0
STM_MW00721	1.879302994	non-essential	0.18274774753612347	0.5687022900763359	786.0	18118.0
STM_MW00731	1.883271408	non-essential	0.18291912455146306	0.5077220077220077	1554.0	18957.0
STM_MW00741	1.687851752	non-essential	0.18324921424966178	0.5320197044334976	1218.0	20573.0
STM_MW00751	1.223064532	non-essential	0.18352068034428193	0.5258092738407699	1143.0	21902.0
STM_MW00761	2.101557656	non-essential	0.18376109839798238	0.541501976284585	1518.0	23079.0
STM_MW00771	2.017596139	non-essential	0.18416921672533454	0.5201037613488976	771.0	25077.0
STM_MW00781	0.812155845	non-essential	0.18432976777903762	0.589171974522293	942.0	25863.0
STM_MW00791	1.024834337	non-essential	0.18453219283529687	0.5555555555555556	1287.0	26854.0
STM_MW00801	0.729946522	non-essential	0.18479426281227027	0.5451388888888888	288.0	28137.0
